provincia,partido,localidad,linkindec,velocidad,accesos
Cordoba,Unión,Cintra,14182100,226.5,8
Cordoba,Unión,Colonia Bismarck,14182110,6.0,22
Cordoba,Unión,Colonia Bismarck,14182110,226.5,8
Cordoba,Unión,Colonia Bremen,14182120,226.5,3
Cordoba,Unión,Idiazabal,14182130,0.5,1
Cordoba,Unión,Idiazabal,14182130,6.0,420
Cordoba,Unión,Idiazabal,14182130,10.0,23
Cordoba,Unión,Idiazabal,14182130,15.0,8
Cordoba,Unión,Idiazabal,14182130,20.0,1
Cordoba,Unión,Idiazabal,14182130,25.0,7
Cordoba,Unión,Idiazabal,14182130,226.5,4
Cordoba,Unión,Justiniano Posse,14182140,0.0,1
Cordoba,Unión,Justiniano Posse,14182140,100.0,3034
Cordoba,Unión,Justiniano Posse,14182140,200.0,129
Cordoba,Unión,Justiniano Posse,14182140,226.5,20
Cordoba,Unión,Justiniano Posse,14182140,250.0,1
Cordoba,Unión,Justiniano Posse,14182140,500.0,60
Cordoba,Unión,Justiniano Posse,14182140,1000.0,9
Cordoba,Unión,Laborde,14182150,0.0,1
Cordoba,Unión,Laborde,14182150,3.0,2
Cordoba,Unión,Laborde,14182150,6.0,4
Cordoba,Unión,Laborde,14182150,10.0,24
Cordoba,Unión,Laborde,14182150,15.0,1
Cordoba,Unión,Laborde,14182150,20.0,35
Cordoba,Unión,Laborde,14182150,226.5,4
Cordoba,Unión,Laborde,14182150,800.0,1
Cordoba,Unión,Monte Leña,14182160,226.5,11
Cordoba,Unión,Monte Maíz,14182170,0.0,20
Cordoba,Unión,Monte Maíz,14182170,4.0,550
Cordoba,Unión,Monte Maíz,14182170,6.0,251
Cordoba,Unión,Monte Maíz,14182170,8.0,156
Cordoba,Unión,Monte Maíz,14182170,10.0,11
Cordoba,Unión,Monte Maíz,14182170,15.0,1
Cordoba,Unión,Monte Maíz,14182170,20.0,17
Cordoba,Unión,Monte Maíz,14182170,25.0,93
Cordoba,Unión,Monte Maíz,14182170,40.0,842
Cordoba,Unión,Monte Maíz,14182170,50.0,843
Cordoba,Unión,Monte Maíz,14182170,100.0,2
Cordoba,Unión,Monte Maíz,14182170,226.5,11
Cordoba,Unión,Monte Maíz,14182170,1000.0,1
Cordoba,Unión,Morrison,14182180,0.0,220
Cordoba,Unión,Morrison,14182180,8.0,529
Cordoba,Unión,Morrison,14182180,10.0,152
Cordoba,Unión,Morrison,14182180,15.0,73
Cordoba,Unión,Morrison,14182180,20.0,2
Cordoba,Unión,Morrison,14182180,25.0,144
Cordoba,Unión,Morrison,14182180,50.0,69
Cordoba,Unión,Morrison,14182180,75.0,12
Cordoba,Unión,Morrison,14182180,226.5,5
Cordoba,Unión,Noetinger,14182190,0.0,3
Cordoba,Unión,Noetinger,14182190,1.5,7
Cordoba,Unión,Noetinger,14182190,4.0,530
Cordoba,Unión,Noetinger,14182190,5.0,27
Cordoba,Unión,Noetinger,14182190,6.0,156
Cordoba,Unión,Noetinger,14182190,10.0,265
Cordoba,Unión,Noetinger,14182190,15.0,150
Cordoba,Unión,Noetinger,14182190,100.0,1
Cordoba,Unión,Noetinger,14182190,200.0,1
Cordoba,Unión,Noetinger,14182190,226.5,8
Cordoba,Unión,Noetinger,14182190,1000.0,1
Cordoba,Unión,Ordóñez,14182200,6.0,241
Cordoba,Unión,Ordóñez,14182200,8.0,10
Cordoba,Unión,Ordóñez,14182200,10.0,504
Cordoba,Unión,Ordóñez,14182200,15.0,109
Cordoba,Unión,Ordóñez,14182200,20.0,21
Cordoba,Unión,Ordóñez,14182200,50.0,12
Cordoba,Unión,Ordóñez,14182200,226.5,4
Cordoba,Unión,Pascanas,14182210,30.0,400
Cordoba,Unión,Pascanas,14182210,226.5,7
Cordoba,Unión,Pueblo Italiano,14182220,0.5,1
Cordoba,Unión,Pueblo Italiano,14182220,10.0,252
Cordoba,Unión,Pueblo Italiano,14182220,15.0,7
Cordoba,Unión,Pueblo Italiano,14182220,20.0,3
Cordoba,Unión,Pueblo Italiano,14182220,226.5,4
Cordoba,Unión,Ramón J. Cárcano,14182230,6.0,20
Cordoba,Unión,Ramón J. Cárcano,14182230,226.5,5
Cordoba,Unión,San Antonio de Litín,14182240,0.0,1
Cordoba,Unión,San Antonio de Litín,14182240,6.0,35
Cordoba,Unión,San Antonio de Litín,14182240,8.0,335
Cordoba,Unión,San Antonio de Litín,14182240,20.0,65
Cordoba,Unión,San Antonio de Litín,14182240,180.0,1
Cordoba,Unión,San Antonio de Litín,14182240,226.5,26
Cordoba,Unión,San Marcos,14182250,0.0,3
Cordoba,Unión,San Marcos,14182250,1.0,1
Cordoba,Unión,San Marcos,14182250,3.0,2
Cordoba,Unión,San Marcos,14182250,6.0,6
Cordoba,Unión,San Marcos,14182250,10.0,59
Cordoba,Unión,San Marcos,14182250,15.0,9
Cordoba,Unión,San Marcos,14182250,226.5,26
Cordoba,Unión,San Severo,14182260,226.5,6
Cordoba,Unión,Viamonte,14182270,10.0,8
Cordoba,Unión,Viamonte,14182270,15.0,3
Cordoba,Unión,Viamonte,14182270,226.5,8
Cordoba,Unión,Villa Los Patos,14182280,226.5,1
Cordoba,Unión,Wenceslao Escalante,14182290,0.5,1
Cordoba,Unión,Wenceslao Escalante,14182290,1.0,2
Cordoba,Unión,Wenceslao Escalante,14182290,3.0,1
Cordoba,Unión,Wenceslao Escalante,14182290,6.0,97
Cordoba,Unión,Wenceslao Escalante,14182290,10.0,5
Cordoba,Unión,Wenceslao Escalante,14182290,20.0,1
Cordoba,Unión,Wenceslao Escalante,14182290,226.5,2
Corrientes,Bella Vista,Bella Vista,18007010,0.0,300
Corrientes,Bella Vista,Bella Vista,18007010,0.51,2
Corrientes,Bella Vista,Bella Vista,18007010,1.0,10
Corrientes,Bella Vista,Bella Vista,18007010,3.0,833
Corrientes,Bella Vista,Bella Vista,18007010,5.0,200
Corrientes,Bella Vista,Bella Vista,18007010,6.0,73
Corrientes,Bella Vista,Bella Vista,18007010,10.0,229
Corrientes,Bella Vista,Bella Vista,18007010,15.0,12
Corrientes,Bella Vista,Bella Vista,18007010,20.0,5
Corrientes,Bella Vista,Bella Vista,18007010,30.0,1
Corrientes,Bella Vista,Bella Vista,18007010,226.5,50
Corrientes,Berón de Astrada,Berón de Astrada,18014010,0.51,1
Corrientes,Berón de Astrada,Berón de Astrada,18014010,226.5,11
Corrientes,Berón de Astrada,Yahapé,18014020,226.5,7
Corrientes,Capital,Barrio Esperanza,18021020,226.5,172
Corrientes,Capital,Corrientes,18021020,0.0,52
Corrientes,Capital,Corrientes,18021020,0.5,1
Corrientes,Capital,Corrientes,18021020,0.51,1
Corrientes,Capital,Corrientes,18021020,1.0,137
Corrientes,Capital,Corrientes,18021020,2.0,643
Corrientes,Capital,Corrientes,18021020,3.0,756
Corrientes,Capital,Corrientes,18021020,3.5,4
Corrientes,Capital,Corrientes,18021020,5.0,1
Corrientes,Capital,Corrientes,18021020,6.0,425
Corrientes,Capital,Corrientes,18021020,8.0,140
Corrientes,Capital,Corrientes,18021020,10.0,894
Corrientes,Capital,Corrientes,18021020,15.0,45
Corrientes,Capital,Corrientes,18021020,20.0,438
Corrientes,Capital,Corrientes,18021020,30.0,36
Corrientes,Capital,Corrientes,18021020,40.0,2738
Corrientes,Capital,Corrientes,18021020,50.0,19966
Corrientes,Capital,Corrientes,18021020,100.0,33637
Corrientes,Capital,Corrientes,18021020,120.0,1611
Corrientes,Capital,Corrientes,18021020,200.0,2523
Corrientes,Capital,Corrientes,18021020,226.5,579
Corrientes,Capital,Corrientes,18021020,250.0,348
Corrientes,Capital,Corrientes,18021020,300.0,33855
Corrientes,Capital,Corrientes,18021020,500.0,1373
Corrientes,Capital,Corrientes,18021020,600.0,79
Corrientes,Capital,Corrientes,18021020,1000.0,446
Corrientes,Capital,Laguna Brava,18021030,0.51,1
Corrientes,Capital,Laguna Brava,18021030,226.5,404
Corrientes,Capital,Riachuelo,18021040,0.51,1
Corrientes,Capital,Riachuelo,18021040,2.0,70
Corrientes,Capital,Riachuelo,18021040,3.0,22
Corrientes,Capital,Riachuelo,18021040,6.0,79
Corrientes,Capital,Riachuelo,18021040,226.5,146
Corrientes,Capital,San Cayetano,18021050,0.51,1
Corrientes,Capital,San Cayetano,18021050,226.5,22
Corrientes,Concepción,Concepción,18028010,0.0,1
Corrientes,Concepción,Concepción,18028010,15.0,23
Corrientes,Concepción,Concepción,18028010,100.0,3
Corrientes,Concepción,Concepción,18028010,226.5,27
Corrientes,Concepción,Concepción,18028010,1024.0,1
Corrientes,Concepción,Santa Rosa,18028020,15.0,23
Corrientes,Concepción,Santa Rosa,18028020,100.0,2
Corrientes,Concepción,Santa Rosa,18028020,226.5,38
Corrientes,Concepción,Tabay,18028030,0.51,1
Corrientes,Concepción,Tabay,18028030,15.0,19
Corrientes,Concepción,Tabay,18028030,100.0,2
Corrientes,Concepción,Tabay,18028030,226.5,9
Corrientes,Concepción,Tatacua,18028040,0.51,1
Corrientes,Concepción,Tatacua,18028040,100.0,1
Corrientes,Concepción,Tatacua,18028040,226.5,16
Corrientes,Curuzú Cuatiá,Cazadores Correntinos,18035010,0.51,1
Corrientes,Curuzú Cuatiá,Cazadores Correntinos,18035010,1.0,1
Corrientes,Curuzú Cuatiá,Cazadores Correntinos,18035010,5.0,13
Corrientes,Curuzú Cuatiá,Cazadores Correntinos,18035010,226.5,41
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,0.0,3450
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,0.5,1
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,0.51,2
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,0.75,58
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,1.0,5
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,2.0,78
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,3.0,29
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,3.5,234
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,4.0,1
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,5.0,23
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,6.0,2260
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,8.0,67
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,10.0,530
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,12.0,8
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,15.0,23
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,16.0,1636
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,20.0,692
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,30.0,410
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,40.0,75
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,50.0,173
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,226.5,78
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,300.0,75
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,600.0,1
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,18035020,1024.0,1
Corrientes,Curuzú Cuatiá,Perugorría,18035030,0.51,1
Corrientes,Curuzú Cuatiá,Perugorría,18035030,1.0,1
Corrientes,Curuzú Cuatiá,Perugorría,18035030,5.0,88
Corrientes,Curuzú Cuatiá,Perugorría,18035030,226.5,40
Corrientes,Empedrado,El Sombrero,18042010,0.51,1
Corrientes,Empedrado,El Sombrero,18042010,2.0,1
Corrientes,Empedrado,El Sombrero,18042010,3.0,1
Corrientes,Empedrado,El Sombrero,18042010,10.0,4
Corrientes,Empedrado,El Sombrero,18042010,226.5,27
Corrientes,Empedrado,Empedrado,18042020,0.51,2
Corrientes,Empedrado,Empedrado,18042020,1.0,5
Corrientes,Empedrado,Empedrado,18042020,2.0,2
Corrientes,Empedrado,Empedrado,18042020,3.0,319
Corrientes,Empedrado,Empedrado,18042020,5.0,100
Corrientes,Empedrado,Empedrado,18042020,6.0,81
Corrientes,Empedrado,Empedrado,18042020,10.0,426
Corrientes,Empedrado,Empedrado,18042020,15.0,45
Corrientes,Empedrado,Empedrado,18042020,20.0,4
Corrientes,Empedrado,Empedrado,18042020,226.5,152
Corrientes,Esquina,Esquina,18049010,0.0,1691
Corrientes,Esquina,Esquina,18049010,0.51,1
Corrientes,Esquina,Esquina,18049010,1.0,1
Corrientes,Esquina,Esquina,18049010,3.0,2
Corrientes,Esquina,Esquina,18049010,6.0,659
Corrientes,Esquina,Esquina,18049010,10.0,648
Corrientes,Esquina,Esquina,18049010,15.0,8
Corrientes,Esquina,Esquina,18049010,25.0,1537
Corrientes,Esquina,Esquina,18049010,50.0,312
Corrientes,Esquina,Esquina,18049010,226.5,68
Corrientes,Esquina,Pueblo Libertador,18049020,0.51,1
Corrientes,Esquina,Pueblo Libertador,18049020,8.0,432
Corrientes,Esquina,Pueblo Libertador,18049020,226.5,31
Corrientes,General Alvear,Alvear,18056010,0.0,1
Corrientes,General Alvear,Alvear,18056010,0.5,1
Corrientes,General Alvear,Alvear,18056010,1.0,4
Corrientes,General Alvear,Alvear,18056010,3.0,20
Corrientes,General Alvear,Alvear,18056010,6.0,72
Corrientes,General Alvear,Alvear,18056010,10.0,496
Corrientes,General Alvear,Alvear,18056010,15.0,48
Corrientes,General Alvear,Alvear,18056010,226.5,76
Corrientes,General Alvear,Alvear,18056010,1024.0,1
Corrientes,General Alvear,Estación Torrent,18056020,226.5,17
Corrientes,General Paz,Itá Ibaté,18063010,0.5,1
Corrientes,General Paz,Itá Ibaté,18063010,0.51,2
Corrientes,General Paz,Itá Ibaté,18063010,1.0,1
Corrientes,General Paz,Itá Ibaté,18063010,2.0,4
Corrientes,General Paz,Itá Ibaté,18063010,3.0,3
Corrientes,General Paz,Itá Ibaté,18063010,6.0,3
Corrientes,General Paz,Itá Ibaté,18063010,10.0,48
Corrientes,General Paz,Itá Ibaté,18063010,15.0,7
Corrientes,General Paz,Itá Ibaté,18063010,20.0,2
Corrientes,General Paz,Itá Ibaté,18063010,226.5,24
Corrientes,General Paz,Lomas de Vallejos,18063020,0.51,1
Corrientes,General Paz,Lomas de Vallejos,18063020,226.5,37
Corrientes,General Paz,Nuestra Señora del Rosario de Caá Catí,18063030,1.0,1
Corrientes,General Paz,Nuestra Señora del Rosario de Caá Catí,18063030,2.0,49
Corrientes,General Paz,Nuestra Señora del Rosario de Caá Catí,18063030,3.0,31
Corrientes,General Paz,Nuestra Señora del Rosario de Caá Catí,18063030,15.0,18
Corrientes,General Paz,Nuestra Señora del Rosario de Caá Catí,18063030,100.0,2
Corrientes,General Paz,Nuestra Señora del Rosario de Caá Catí,18063030,226.5,23
Corrientes,General Paz,Palmar Grande,18063040,0.51,1
Corrientes,General Paz,Palmar Grande,18063040,2.0,9
Corrientes,General Paz,Palmar Grande,18063040,3.0,1
Corrientes,General Paz,Palmar Grande,18063040,226.5,12
Corrientes,Goya,Colonia Carolina,18070010,0.51,1
Corrientes,Goya,Colonia Carolina,18070010,6.0,2
Corrientes,Goya,Colonia Carolina,18070010,226.5,85
Corrientes,Goya,Goya,18070020,0.0,1
Corrientes,Goya,Goya,18070020,0.51,4
Corrientes,Goya,Goya,18070020,1.0,36
Corrientes,Goya,Goya,18070020,3.0,169
Corrientes,Goya,Goya,18070020,4.0,1640
Corrientes,Goya,Goya,18070020,6.0,131
Corrientes,Goya,Goya,18070020,8.0,2733
Corrientes,Goya,Goya,18070020,10.0,193
Corrientes,Goya,Goya,18070020,15.0,10
Corrientes,Goya,Goya,18070020,16.0,1093
Corrientes,Goya,Goya,18070020,20.0,146
Corrientes,Goya,Goya,18070020,30.0,9
Corrientes,Goya,Goya,18070020,50.0,10768
Corrientes,Goya,Goya,18070020,100.0,3972
Corrientes,Goya,Goya,18070020,120.0,61
Corrientes,Goya,Goya,18070020,200.0,394
Corrientes,Goya,Goya,18070020,226.5,116
Corrientes,Goya,Goya,18070020,250.0,71
Corrientes,Goya,Goya,18070020,300.0,899
Corrientes,Goya,Goya,18070020,500.0,67
Corrientes,Goya,Goya,18070020,1000.0,13
Corrientes,ItatÍ,Itatí,18077010,0.51,1
Corrientes,ItatÍ,Itatí,18077010,1.0,1
Corrientes,ItatÍ,Itatí,18077010,3.0,18
Corrientes,ItatÍ,Itatí,18077010,4.0,7
Corrientes,ItatÍ,Itatí,18077010,6.0,24
Corrientes,ItatÍ,Itatí,18077010,10.0,178
Corrientes,ItatÍ,Itatí,18077010,15.0,21
Corrientes,ItatÍ,Itatí,18077010,20.0,8
Corrientes,Itatí,Itatí,18077010,226.5,45
Corrientes,ItatÍ,Ramada Paso,18077020,4.0,2
Corrientes,ItatÍ,Ramada Paso,18077020,6.0,1
Corrientes,Itatí,Ramada Paso,18077020,226.5,6
Corrientes,Ituzaingó,Colonia Liebig's,18084010,0.0,0
Corrientes,Ituzaingó,Colonia Liebig's,18084010,0.51,1
Corrientes,Ituzaingó,Colonia Liebig's,18084010,1.0,20
Corrientes,Ituzaingó,Colonia Liebig's,18084010,2.0,285
Corrientes,Ituzaingó,Colonia Liebig's,18084010,3.0,3
Corrientes,Ituzaingó,Colonia Liebig's,18084010,226.5,30
Corrientes,Ituzaingó,Ituzaingó,18084020,0.0,1
Corrientes,Ituzaingó,Ituzaingó,18084020,0.51,1
Corrientes,Ituzaingó,Ituzaingó,18084020,1.0,75
Corrientes,Ituzaingó,Ituzaingó,18084020,3.0,143
Corrientes,Ituzaingó,Ituzaingó,18084020,6.0,267
Corrientes,Ituzaingó,Ituzaingó,18084020,10.0,438
Corrientes,Ituzaingó,Ituzaingó,18084020,15.0,34
Corrientes,Ituzaingó,Ituzaingó,18084020,20.0,3
Corrientes,Ituzaingó,Ituzaingó,18084020,100.0,5
Corrientes,Ituzaingó,Ituzaingó,18084020,226.5,585
Corrientes,Ituzaingó,Ituzaingó,18084020,1024.0,1
Corrientes,Ituzaingó,San Antonio,18084030,226.5,11
Corrientes,Ituzaingó,San Carlos,18084040,0.0,1
Corrientes,Ituzaingó,San Carlos,18084040,226.5,37
Corrientes,Ituzaingó,Villa Olivari,18084050,0.51,1
Corrientes,Ituzaingó,Villa Olivari,18084050,15.0,16
Corrientes,Ituzaingó,Villa Olivari,18084050,100.0,1
Corrientes,Ituzaingó,Villa Olivari,18084050,226.5,16
Corrientes,Lavalle,Cruz de los Milagros,18091010,226.5,17
Corrientes,Lavalle,Gobernador Juan E. Martínez,18091020,0.51,1
Corrientes,Lavalle,Gobernador Juan E. Martínez,18091020,3.0,96
Corrientes,Lavalle,Gobernador Juan E. Martínez,18091020,6.0,34
Corrientes,Lavalle,Gobernador Juan E. Martínez,18091020,226.5,13
Corrientes,Lavalle,Lavalle,18091030,0.51,1
Corrientes,Lavalle,Lavalle,18091030,1.0,1
Corrientes,Lavalle,Lavalle,18091030,226.5,33
Corrientes,Lavalle,Santa Lucía,18091040,0.0,1
Corrientes,Lavalle,Santa Lucía,18091040,0.51,1
Corrientes,Lavalle,Santa Lucía,18091040,1.0,523
Corrientes,Lavalle,Santa Lucía,18091040,2.0,218
Corrientes,Lavalle,Santa Lucía,18091040,3.0,80
Corrientes,Lavalle,Santa Lucía,18091040,6.0,2
Corrientes,Lavalle,Santa Lucía,18091040,10.0,5
Corrientes,Lavalle,Santa Lucía,18091040,226.5,47
Corrientes,Lavalle,Santa Lucía,18091040,1000.0,1
Corrientes,Lavalle,Villa Córdoba,18091050,226.5,12
Corrientes,Lavalle,Yatayti Calle,18091060,226.5,30
Corrientes,Mburucuyá,Mburucuyá,18098010,0.5,1
Corrientes,Mburucuyá,Mburucuyá,18098010,0.51,1
Corrientes,Mburucuyá,Mburucuyá,18098010,2.0,43
Corrientes,Mburucuyá,Mburucuyá,18098010,3.0,6
Corrientes,Mburucuyá,Mburucuyá,18098010,100.0,3
Corrientes,Mburucuyá,Mburucuyá,18098010,226.5,43
Corrientes,Mercedes,Felipe Yofré,18105010,0.5,2
Corrientes,Mercedes,Felipe Yofré,18105010,226.5,17
Corrientes,Mercedes,Mariano I. Loza  (Est. Justino Solari),18105020,0.51,1
Corrientes,Mercedes,Mariano I. Loza  (Est. Justino Solari),18105020,1.0,1
Corrientes,Mercedes,Mariano I. Loza  (Est. Justino Solari),18105020,226.5,14
Corrientes,Mercedes,Mercedes,18105030,0.0,1
Corrientes,Mercedes,Mercedes,18105030,0.51,1
Corrientes,Mercedes,Mercedes,18105030,0.75,60
Corrientes,Mercedes,Mercedes,18105030,1.0,11
Corrientes,Mercedes,Mercedes,18105030,3.0,48
Corrientes,Mercedes,Mercedes,18105030,3.5,242
Corrientes,Mercedes,Mercedes,18105030,6.0,133
Corrientes,Mercedes,Mercedes,18105030,8.0,1519
Corrientes,Mercedes,Mercedes,18105030,10.0,343
Corrientes,Mercedes,Mercedes,18105030,15.0,331
Corrientes,Mercedes,Mercedes,18105030,20.0,5
Corrientes,Mercedes,Mercedes,18105030,25.0,107
Corrientes,Mercedes,Mercedes,18105030,30.0,1
Corrientes,Mercedes,Mercedes,18105030,50.0,1751
Corrientes,Mercedes,Mercedes,18105030,100.0,620
Corrientes,Mercedes,Mercedes,18105030,226.5,125
Corrientes,Mercedes,Mercedes,18105030,1024.0,4
Corrientes,Mercedes,Mercedes,18105030,4096.0,1
Corrientes,Monte Caseros,Colonia Libertad,18112010,1.0,1
Corrientes,Monte Caseros,Colonia Libertad,18112010,5.0,141
Corrientes,Monte Caseros,Colonia Libertad,18112010,10.0,6
Corrientes,Monte Caseros,Colonia Libertad,18112010,226.5,2
Corrientes,Monte Caseros,Estación Libertad,18112020,5.0,4
Corrientes,Monte Caseros,Estación Libertad,18112020,226.5,4
Corrientes,Monte Caseros,Juan Pujol,18112030,0.5,1
Corrientes,Monte Caseros,Juan Pujol,18112030,0.51,1
Corrientes,Monte Caseros,Juan Pujol,18112030,5.0,323
Corrientes,Monte Caseros,Juan Pujol,18112030,10.0,48
Corrientes,Monte Caseros,Juan Pujol,18112030,20.0,15
Corrientes,Monte Caseros,Juan Pujol,18112030,30.0,2
Corrientes,Monte Caseros,Juan Pujol,18112030,226.5,20
Corrientes,Monte Caseros,Mocoretá,18112040,0.51,1
Corrientes,Monte Caseros,Mocoretá,18112040,6.0,4
Corrientes,Monte Caseros,Mocoretá,18112040,10.0,186
Corrientes,Monte Caseros,Mocoretá,18112040,15.0,2
Corrientes,Monte Caseros,Mocoretá,18112040,20.0,68
Corrientes,Monte Caseros,Mocoretá,18112040,30.0,39
Corrientes,Monte Caseros,Mocoretá,18112040,226.5,31
Corrientes,Monte Caseros,Monte Caseros,18112050,0.0,3
Corrientes,Monte Caseros,Monte Caseros,18112050,0.51,1
Corrientes,Monte Caseros,Monte Caseros,18112050,1.0,1081
Corrientes,Monte Caseros,Monte Caseros,18112050,2.0,171
Corrientes,Monte Caseros,Monte Caseros,18112050,3.0,106
Corrientes,Monte Caseros,Monte Caseros,18112050,5.0,873
Corrientes,Monte Caseros,Monte Caseros,18112050,6.0,93
Corrientes,Monte Caseros,Monte Caseros,18112050,10.0,1400
Corrientes,Monte Caseros,Monte Caseros,18112050,15.0,9
Corrientes,Monte Caseros,Monte Caseros,18112050,20.0,39
Corrientes,Monte Caseros,Monte Caseros,18112050,25.0,39
Corrientes,Monte Caseros,Monte Caseros,18112050,30.0,348
Corrientes,Monte Caseros,Monte Caseros,18112050,50.0,95
Corrientes,Monte Caseros,Monte Caseros,18112050,100.0,25
Corrientes,Monte Caseros,Monte Caseros,18112050,226.5,59
Corrientes,Monte Caseros,Monte Caseros,18112050,1000.0,1
Corrientes,Monte Caseros,Parada Acuña,18112060,1.0,1
Corrientes,Monte Caseros,Parada Acuña,18112060,5.0,9
Corrientes,Monte Caseros,Parada Acuña,18112060,226.5,1
Corrientes,Monte Caseros,Parada Labougle,18112070,5.0,80
Corrientes,Monte Caseros,Parada Labougle,18112070,10.0,15
Corrientes,Monte Caseros,Parada Labougle,18112070,226.5,14
Corrientes,otros,otros,0,0.0,-1063
Corrientes,Paso de los Libres,Bonpland,18119010,1.0,1
Corrientes,Paso de los Libres,Bonpland,18119010,5.0,55
Corrientes,Paso de los Libres,Bonpland,18119010,226.5,18
Corrientes,Paso de los Libres,Bonpland,18119010,1024.0,1
Corrientes,Paso de los Libres,Parada Pucheta,18119020,1.0,1
Corrientes,Paso de los Libres,Parada Pucheta,18119020,5.0,36
Corrientes,Paso de los Libres,Parada Pucheta,18119020,226.5,17
Corrientes,Paso de los Libres,Paso de los Libres,18119030,0.0,5
Corrientes,Paso de los Libres,Paso de los Libres,18119030,0.51,1
Corrientes,Paso de los Libres,Paso de los Libres,18119030,1.0,59
Corrientes,Paso de los Libres,Paso de los Libres,18119030,3.0,184
Corrientes,Paso de los Libres,Paso de los Libres,18119030,6.0,156
Corrientes,Paso de los Libres,Paso de los Libres,18119030,10.0,211
Corrientes,Paso de los Libres,Paso de los Libres,18119030,15.0,13
Corrientes,Paso de los Libres,Paso de los Libres,18119030,20.0,23
Corrientes,Paso de los Libres,Paso de los Libres,18119030,30.0,1
Corrientes,Paso de los Libres,Paso de los Libres,18119030,100.0,560
Corrientes,Paso de los Libres,Paso de los Libres,18119030,226.5,118
Corrientes,Paso de los Libres,Paso de los Libres,18119030,1024.0,3
Corrientes,Paso de los Libres,Tapebicuá,18119040,226.5,27
Corrientes,Saladas,Saladas,18126010,0.51,2
Corrientes,Saladas,Saladas,18126010,1.0,8
Corrientes,Saladas,Saladas,18126010,3.0,14
Corrientes,Saladas,Saladas,18126010,6.0,90
Corrientes,Saladas,Saladas,18126010,10.0,407
Corrientes,Saladas,Saladas,18126010,15.0,20
Corrientes,Saladas,Saladas,18126010,20.0,13
Corrientes,Saladas,Saladas,18126010,30.0,1
Corrientes,Saladas,Saladas,18126010,100.0,2
Corrientes,Saladas,Saladas,18126010,226.5,61
Corrientes,Saladas,San Lorenzo,18126020,0.0,50
Corrientes,Saladas,San Lorenzo,18126020,0.51,1
Corrientes,Saladas,San Lorenzo,18126020,2.0,17
Corrientes,Saladas,San Lorenzo,18126020,3.0,1
Corrientes,Saladas,San Lorenzo,18126020,6.0,75
Corrientes,Saladas,San Lorenzo,18126020,226.5,26
Corrientes,San Cosme,Ingenio Primer Correntino,18133010,226.5,21
Corrientes,San Cosme,Paso de la Patria,18133020,0.51,1
Corrientes,San Cosme,Paso de la Patria,18133020,3.0,163
Corrientes,San Cosme,Paso de la Patria,18133020,4.0,15
Corrientes,San Cosme,Paso de la Patria,18133020,6.0,12
Corrientes,San Cosme,Paso de la Patria,18133020,100.0,2
Corrientes,San Cosme,Paso de la Patria,18133020,226.5,138
Corrientes,San Cosme,San Cosme,18133030,0.51,1
Corrientes,San Cosme,San Cosme,18133030,2.0,1
Corrientes,San Cosme,San Cosme,18133030,3.0,158
Corrientes,San Cosme,San Cosme,18133030,4.0,1
Corrientes,San Cosme,San Cosme,18133030,6.0,3
Corrientes,San Cosme,San Cosme,18133030,10.0,41
Corrientes,San Cosme,San Cosme,18133030,15.0,7
Corrientes,San Cosme,San Cosme,18133030,20.0,2
Corrientes,San Cosme,San Cosme,18133030,226.5,65
Corrientes,San Cosme,Santa Ana,18133040,0.0,1
Corrientes,San Cosme,Santa Ana,18133040,2.0,24
Corrientes,San Cosme,Santa Ana,18133040,3.0,94
Corrientes,San Cosme,Santa Ana,18133040,226.5,124
Corrientes,San Luis del Palmar,San Luis del Palmar,18140010,0.51,1
Corrientes,San Luis del Palmar,San Luis del Palmar,18140010,226.5,51
Corrientes,San Martín,Colonia Carlos Pellegrini,18147010,226.5,78
