provincia,partido,localidad,tecnologia,link_indec,accesos
Santa Fe,San Cristóbal,Palacios,ADSL,82091210,2
Santa Fe,San Cristóbal,Palacios,FIBRA OPTICA,82091210,45
Santa Fe,San Cristóbal,Palacios,SATELITAL,82091210,3
Santa Fe,San Cristóbal,Palacios,WIRELESS,82091210,37
Santa Fe,San Cristóbal,San Cristóbal,ADSL,82091220,417
Santa Fe,San Cristóbal,San Cristóbal,CABLEMODEM,82091220,1543
Santa Fe,San Cristóbal,San Cristóbal,FIBRA OPTICA,82091220,820
Santa Fe,San Cristóbal,San Cristóbal,SATELITAL,82091220,23
Santa Fe,San Cristóbal,San Cristóbal,WIRELESS,82091220,375
Santa Fe,San Cristóbal,San Guillermo,ADSL,82091230,807
Santa Fe,San Cristóbal,San Guillermo,CABLEMODEM,82091230,1401
Santa Fe,San Cristóbal,San Guillermo,FIBRA OPTICA,82091230,496
Santa Fe,San Cristóbal,San Guillermo,SATELITAL,82091230,8
Santa Fe,San Cristóbal,San Guillermo,WIRELESS,82091230,204
Santa Fe,San Cristóbal,Santurce,SATELITAL,82091240,3
Santa Fe,San Cristóbal,Santurce,WIRELESS,82091240,30
Santa Fe,San Cristóbal,Soledad,FIBRA OPTICA,82091250,219
Santa Fe,San Cristóbal,Soledad,SATELITAL,82091250,4
Santa Fe,San Cristóbal,Suardi,FIBRA OPTICA,82091260,1050
Santa Fe,San Cristóbal,Suardi,SATELITAL,82091260,19
Santa Fe,San Cristóbal,Villa Saralegui,SATELITAL,82091270,13
Santa Fe,San Cristóbal,Villa Saralegui,WIRELESS,82091270,48
Santa Fe,San Cristóbal,Villa Trinidad,SATELITAL,82091280,21
Santa Fe,San Javier,Alejandra,SATELITAL,82098010,10
Santa Fe,San Javier,Alejandra,WIRELESS,82098010,453
Santa Fe,San Javier,Cacique Ariacaiquín,SATELITAL,82098020,6
Santa Fe,San Javier,Cacique Ariacaiquín,WIRELESS,82098020,59
Santa Fe,San Javier,Colonia Durán,SATELITAL,82098030,5
Santa Fe,San Javier,La Brava,SATELITAL,82098040,17
Santa Fe,San Javier,La Brava,WIRELESS,82098040,20
Santa Fe,San Javier,Romang,CABLEMODEM,82098050,801
Santa Fe,San Javier,Romang,FIBRA OPTICA,82098050,1
Santa Fe,San Javier,Romang,Otros,82098050,195
Santa Fe,San Javier,Romang,SATELITAL,82098050,52
Santa Fe,San Javier,Romang,WIRELESS,82098050,369
Santa Fe,San Javier,San Javier,CABLEMODEM,82098060,826
Santa Fe,San Javier,San Javier,FIBRA OPTICA,82098060,96
Santa Fe,San Javier,San Javier,SATELITAL,82098060,301
Santa Fe,San Javier,San Javier,WIRELESS,82098060,194
Santa Fe,San Jerónimo,Arocena,CABLEMODEM,82105010,202
Santa Fe,San Jerónimo,Arocena,Otros,82105010,400
Santa Fe,San Jerónimo,Arocena,SATELITAL,82105010,17
Santa Fe,San Jerónimo,Balneario Monje,SATELITAL,82105020,9
Santa Fe,San Jerónimo,Barrancas,ADSL,82105030,1294
Santa Fe,San Jerónimo,Barrancas,SATELITAL,82105030,12
Santa Fe,San Jerónimo,Barrio Caima,SATELITAL,82105040,14
Santa Fe,San Jerónimo,Barrio Caima,WIRELESS,82105040,22
Santa Fe,San Jerónimo,Barrio El Pacaá - Barrio Comipini,SATELITAL,82105050,1
Santa Fe,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),FIBRA OPTICA,82105060,262
Santa Fe,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),SATELITAL,82105060,3
Santa Fe,San Jerónimo,Centeno,ADSL,82105080,793
Santa Fe,San Jerónimo,Centeno,FIBRA OPTICA,82105080,140
Santa Fe,San Jerónimo,Centeno,SATELITAL,82105080,16
Santa Fe,San Jerónimo,Coronda,ADSL,82105090,317
Santa Fe,San Jerónimo,Coronda,CABLEMODEM,82105090,0
Santa Fe,San Jerónimo,Coronda,FIBRA OPTICA,82105090,3825
Santa Fe,San Jerónimo,Coronda,Otros,82105090,215
Santa Fe,San Jerónimo,Coronda,SATELITAL,82105090,18
Santa Fe,San Jerónimo,Coronda,WIRELESS,82105090,601
Santa Fe,San Jerónimo,Desvío Arijón,ADSL,82105100,99
Santa Fe,San Jerónimo,Desvío Arijón,SATELITAL,82105100,15
Santa Fe,San Jerónimo,Desvío Arijón,WIRELESS,82105100,32
Santa Fe,San Jerónimo,Díaz,ADSL,82105110,185
Santa Fe,San Jerónimo,Díaz,FIBRA OPTICA,82105110,313
Santa Fe,San Jerónimo,Díaz,SATELITAL,82105110,1
Santa Fe,San Jerónimo,Díaz,WIRELESS,82105110,19
Santa Fe,San Jerónimo,Gaboto,Otros,82105120,201
Santa Fe,San Jerónimo,Gaboto,SATELITAL,82105120,1
Santa Fe,San Jerónimo,Gaboto,WIRELESS,82105120,240
Santa Fe,San Jerónimo,Gálvez,ADSL,82105130,2923
Santa Fe,San Jerónimo,Gálvez,FIBRA OPTICA,82105130,4579
Santa Fe,San Jerónimo,Gálvez,SATELITAL,82105130,31
Santa Fe,San Jerónimo,Gálvez,WIRELESS,82105130,19
Santa Fe,San Jerónimo,Gessler,ADSL,82105140,61
Santa Fe,San Jerónimo,Gessler,FIBRA OPTICA,82105140,105
Santa Fe,San Jerónimo,Gessler,SATELITAL,82105140,5
Santa Fe,San Jerónimo,Gessler,WIRELESS,82105140,44
Santa Fe,San Jerónimo,Irigoyen,CABLEMODEM,82105150,99
Santa Fe,San Jerónimo,Irigoyen,SATELITAL,82105150,3
Santa Fe,San Jerónimo,Irigoyen,WIRELESS,82105150,246
Santa Fe,San Jerónimo,Larrechea,WIRELESS,82105160,22
Santa Fe,San Jerónimo,Loma Alta,ADSL,82105170,12
Santa Fe,San Jerónimo,Loma Alta,FIBRA OPTICA,82105170,31
Santa Fe,San Jerónimo,Loma Alta,SATELITAL,82105170,3
Santa Fe,San Jerónimo,López (Est. San Martín de Tours),ADSL,82105180,9
Santa Fe,San Jerónimo,López (Est. San Martín de Tours),CABLEMODEM,82105180,332
Santa Fe,San Jerónimo,López (Est. San Martín de Tours),FIBRA OPTICA,82105180,1
Santa Fe,San Jerónimo,López (Est. San Martín de Tours),SATELITAL,82105180,3
Santa Fe,San Jerónimo,Maciel,ADSL,82105190,320
Santa Fe,San Jerónimo,Maciel,CABLEMODEM,82105190,782
Santa Fe,San Jerónimo,Maciel,Otros,82105190,136
Santa Fe,San Jerónimo,Maciel,SATELITAL,82105190,12
Santa Fe,San Jerónimo,Maciel,WIRELESS,82105190,1
Santa Fe,San Jerónimo,Monje,FIBRA OPTICA,82105200,791
Santa Fe,San Jerónimo,Monje,SATELITAL,82105200,4
Santa Fe,San Jerónimo,Puerto Aragón,SATELITAL,82105210,1
Santa Fe,San Jerónimo,San Eugenio,CABLEMODEM,82105220,23
Santa Fe,San Jerónimo,San Eugenio,SATELITAL,82105220,1
Santa Fe,San Jerónimo,San Fabián,ADSL,82105230,41
Santa Fe,San Jerónimo,San Fabián,CABLEMODEM,82105230,115
Santa Fe,San Jerónimo,San Fabián,SATELITAL,82105230,4
Santa Fe,San Jerónimo,San Fabián,WIRELESS,82105230,67
Santa Fe,San Jerónimo,San Genaro,ADSL,82105240,88
Santa Fe,San Jerónimo,San Genaro,FIBRA OPTICA,82105240,1332
Santa Fe,San Jerónimo,San Genaro,SATELITAL,82105240,9
Santa Fe,San Jerónimo,San Genaro,WIRELESS,82105240,57
Santa Fe,San Jerónimo,San Genaro Norte,ADSL,82105250,614
Santa Fe,San Jerónimo,San Genaro Norte,FIBRA OPTICA,82105250,825
Santa Fe,San Jerónimo,San Genaro Norte,SATELITAL,82105250,4
Santa Fe,San Jerónimo,San Genaro Norte,WIRELESS,82105250,46
Santa Fe,San Justo,Angeloni,SATELITAL,82112010,2
Santa Fe,San Justo,Angeloni,WIRELESS,82112010,46
Santa Fe,San Justo,Cayastacito,SATELITAL,82112020,6
Santa Fe,San Justo,Cayastacito,WIRELESS,82112020,75
Santa Fe,San Justo,Colonia Dolores,SATELITAL,82112030,2
Santa Fe,San Justo,Colonia Dolores,WIRELESS,82112030,22
Santa Fe,San Justo,Esther,SATELITAL,82112040,1
Santa Fe,San Justo,Esther,WIRELESS,82112040,7
Santa Fe,San Justo,Gobernador Crespo,ADSL,82112050,105
Santa Fe,San Justo,Gobernador Crespo,CABLEMODEM,82112050,1110
Santa Fe,San Justo,Gobernador Crespo,SATELITAL,82112050,20
Santa Fe,San Justo,Gobernador Crespo,WIRELESS,82112050,257
Santa Fe,San Justo,La Criolla (Est. Cañadita),ADSL,82112060,246
Santa Fe,San Justo,La Criolla (Est. Cañadita),CABLEMODEM,82112060,342
Santa Fe,San Justo,La Criolla (Est. Cañadita),SATELITAL,82112060,6
Santa Fe,San Justo,La Criolla (Est. Cañadita),WIRELESS,82112060,31
Santa Fe,San Justo,La Penca y Caraguatá,SATELITAL,82112070,11
Santa Fe,San Justo,La Penca y Caraguatá,WIRELESS,82112070,26
Santa Fe,San Justo,Marcelino Escalada,ADSL,82112080,82
Santa Fe,San Justo,Marcelino Escalada,CABLEMODEM,82112080,57
Santa Fe,San Justo,Marcelino Escalada,FIBRA OPTICA,82112080,104
Santa Fe,San Justo,Marcelino Escalada,SATELITAL,82112080,6
Santa Fe,San Justo,Marcelino Escalada,WIRELESS,82112080,76
Santa Fe,San Justo,Naré,FIBRA OPTICA,82112090,18
Santa Fe,San Justo,Naré,SATELITAL,82112090,3
Santa Fe,San Justo,OTROS,SATELITAL,0,28
Santa Fe,San Justo,Pedro Gómez Cello,Otros,82112100,0
Santa Fe,San Justo,Pedro Gómez Cello,SATELITAL,82112100,7
Santa Fe,San Justo,Pedro Gómez Cello,WIRELESS,82112100,92
Santa Fe,San Justo,Ramayón,FIBRA OPTICA,82112110,168
Santa Fe,San Justo,Ramayón,SATELITAL,82112110,9
Santa Fe,San Justo,Ramayón,WIRELESS,82112110,1
Santa Fe,San Justo,San Bernardo,SATELITAL,82112120,2
Santa Fe,San Justo,San Bernardo,WIRELESS,82112120,6
Santa Fe,San Justo,San Justo,ADSL,82112130,555
Santa Fe,San Justo,San Justo,CABLEMODEM,82112130,19
Santa Fe,San Justo,San Justo,DIAL UP,82112130,34
Santa Fe,San Justo,San Justo,FIBRA OPTICA,82112130,8096
Santa Fe,San Justo,San Justo,SATELITAL,82112130,38
Santa Fe,San Justo,San Justo,WIRELESS,82112130,142
Santa Fe,San Justo,San Martín Norte,SATELITAL,82112140,4
Santa Fe,San Justo,San Martín Norte,WIRELESS,82112140,35
Santa Fe,San Justo,Silva (Est. Abipones),SATELITAL,82112150,1
Santa Fe,San Justo,Silva (Est. Abipones),WIRELESS,82112150,25
Santa Fe,San Justo,Vera y Pintado (Est. Guaraníes),ADSL,82112160,12
Santa Fe,San Justo,Vera y Pintado (Est. Guaraníes),CABLEMODEM,82112160,47
Santa Fe,San Justo,Vera y Pintado (Est. Guaraníes),FIBRA OPTICA,82112160,190
Santa Fe,San Justo,Vera y Pintado (Est. Guaraníes),SATELITAL,82112160,7
Santa Fe,San Justo,Vera y Pintado (Est. Guaraníes),WIRELESS,82112160,140
Santa Fe,San Justo,Videla,ADSL,82112170,95
Santa Fe,San Justo,Videla,FIBRA OPTICA,82112170,425
Santa Fe,San Justo,Videla,SATELITAL,82112170,11
Santa Fe,San Justo,Videla,WIRELESS,82112170,1
Santa Fe,San Lorenzo,Aldao,CABLEMODEM,82119010,531
Santa Fe,San Lorenzo,Aldao,SATELITAL,82119010,17
Santa Fe,San Lorenzo,Capitán Bermúdez,ADSL,82119020,2357
Santa Fe,San Lorenzo,Capitán Bermúdez,CABLEMODEM,82119020,1262
Santa Fe,San Lorenzo,Capitán Bermúdez,DIAL UP,82119020,1
Santa Fe,San Lorenzo,Capitán Bermúdez,FIBRA OPTICA,82119020,3343
Santa Fe,San Lorenzo,Capitán Bermúdez,SATELITAL,82119020,22
Santa Fe,San Lorenzo,Carcarañá,ADSL,82119030,190
Santa Fe,San Lorenzo,Carcarañá,CABLEMODEM,82119030,1
Santa Fe,San Lorenzo,Carcarañá,SATELITAL,82119030,8
Santa Fe,San Lorenzo,Carcarañá,WIRELESS,82119030,23
Santa Fe,San Lorenzo,Coronel Arnold,FIBRA OPTICA,82119040,245
Santa Fe,San Lorenzo,Coronel Arnold,SATELITAL,82119040,1
Santa Fe,San Lorenzo,Fray Luis Beltrán,ADSL,82119050,1485
Santa Fe,San Lorenzo,Fray Luis Beltrán,CABLEMODEM,82119050,24
Santa Fe,San Lorenzo,Fray Luis Beltrán,FIBRA OPTICA,82119050,1012
Santa Fe,San Lorenzo,Fray Luis Beltrán,SATELITAL,82119050,14
Santa Fe,San Lorenzo,Fuentes,FIBRA OPTICA,82119060,945
Santa Fe,San Lorenzo,Fuentes,SATELITAL,82119060,1
Santa Fe,San Lorenzo,Fuentes,WIRELESS,82119060,21
Santa Fe,San Lorenzo,Luis Palacios (Est. La Salada),CABLEMODEM,82119070,558
Santa Fe,San Lorenzo,Luis Palacios (Est. La Salada),SATELITAL,82119070,18
Santa Fe,San Lorenzo,Luis Palacios (Est. La Salada),WIRELESS,82119070,47
Santa Fe,San Lorenzo,Puerto General San Martín,FIBRA OPTICA,82119080,2602
Santa Fe,San Lorenzo,Puerto General San Martín,Otros,82119080,215
Santa Fe,San Lorenzo,Puerto General San Martín,SATELITAL,82119080,40
Santa Fe,San Lorenzo,Puerto General San Martín,WIRELESS,82119080,17
Santa Fe,San Lorenzo,Pujato,ADSL,82119090,876
Santa Fe,San Lorenzo,Pujato,Otros,82119090,15
Santa Fe,San Lorenzo,Pujato,SATELITAL,82119090,9
Santa Fe,San Lorenzo,Pujato,WIRELESS,82119090,103
Santa Fe,San Lorenzo,Ricardone,ADSL,82119100,268
Santa Fe,San Lorenzo,Ricardone,CABLEMODEM,82119100,1116
Santa Fe,San Lorenzo,Ricardone,SATELITAL,82119100,78
Santa Fe,San Lorenzo,Ricardone,WIRELESS,82119100,22
Santa Fe,San Lorenzo,Roldán,ADSL,82119110,353
Santa Fe,San Lorenzo,Roldán,CABLEMODEM,82119110,1675
Santa Fe,San Lorenzo,Roldán,FIBRA OPTICA,82119110,5456
Santa Fe,San Lorenzo,Roldán,SATELITAL,82119110,330
Santa Fe,San Lorenzo,Roldán,WIRELESS,82119110,508
Santa Fe,San Lorenzo,San Jerónimo Sud,ADSL,82119120,82
Santa Fe,San Lorenzo,San Jerónimo Sud,CABLEMODEM,82119120,1134
Santa Fe,San Lorenzo,San Jerónimo Sud,SATELITAL,82119120,7
Santa Fe,San Lorenzo,San Lorenzo,ADSL,82119130,587
Santa Fe,San Lorenzo,San Lorenzo,CABLEMODEM,82119130,5492
Santa Fe,San Lorenzo,San Lorenzo,FIBRA OPTICA,82119130,1136
Santa Fe,San Lorenzo,San Lorenzo,SATELITAL,82119130,39
Santa Fe,San Lorenzo,San Lorenzo,WIRELESS,82119130,47
Santa Fe,San Lorenzo,Timbúes,ADSL,82119140,118
Santa Fe,San Lorenzo,Timbúes,FIBRA OPTICA,82119140,1205
Santa Fe,San Lorenzo,Timbúes,Otros,82119140,134
Santa Fe,San Lorenzo,Timbúes,SATELITAL,82119140,26
Santa Fe,San Lorenzo,Timbúes,WIRELESS,82119140,78
Santa Fe,San Lorenzo,Villa Elvira,SATELITAL,82119150,22
Santa Fe,San Lorenzo,Villa Elvira,WIRELESS,82119150,30
Santa Fe,San Lorenzo,Villa Mugueta,CABLEMODEM,82119160,1
Santa Fe,San Lorenzo,Villa Mugueta,SATELITAL,82119160,2
Santa Fe,San Lorenzo,Villa Mugueta,WIRELESS,82119160,29
Santa Fe,San Martín,Cañada Rosquín,CABLEMODEM,82126010,1518
Santa Fe,San Martín,Cañada Rosquín,FIBRA OPTICA,82126010,83
Santa Fe,San Martín,Cañada Rosquín,SATELITAL,82126010,3
Santa Fe,San Martín,Cañada Rosquín,WIRELESS,82126010,47
Santa Fe,San Martín,Carlos Pellegrini,ADSL,82126020,221
Santa Fe,San Martín,Carlos Pellegrini,CABLEMODEM,82126020,481
Santa Fe,San Martín,Carlos Pellegrini,FIBRA OPTICA,82126020,819
Santa Fe,San Martín,Carlos Pellegrini,SATELITAL,82126020,34
Santa Fe,San Martín,Carlos Pellegrini,WIRELESS,82126020,53
Santa Fe,San Martín,Casas,CABLEMODEM,82126030,70
Santa Fe,San Martín,Casas,FIBRA OPTICA,82126030,10
Santa Fe,San Martín,Casas,SATELITAL,82126030,2
Santa Fe,San Martín,Casas,WIRELESS,82126030,8
Santa Fe,San Martín,Castelar,FIBRA OPTICA,82126040,31
Santa Fe,San Martín,Colonia Belgrano,CABLEMODEM,82126050,86
Santa Fe,San Martín,Colonia Belgrano,FIBRA OPTICA,82126050,278
Santa Fe,San Martín,Colonia Belgrano,Otros,82126050,250
Santa Fe,San Martín,Colonia Belgrano,SATELITAL,82126050,2
Santa Fe,San Martín,Crispi,SATELITAL,82126060,1
Santa Fe,San Martín,El Trébol,ADSL,82126070,373
Santa Fe,San Martín,El Trébol,CABLEMODEM,82126070,161
Santa Fe,San Martín,El Trébol,FIBRA OPTICA,82126070,2814
Santa Fe,San Martín,El Trébol,SATELITAL,82126070,15
Santa Fe,San Martín,El Trébol,WIRELESS,82126070,4
Santa Fe,San Martín,Landeta,ADSL,82126080,179
Santa Fe,San Martín,Landeta,CABLEMODEM,82126080,201
Santa Fe,San Martín,Landeta,SATELITAL,82126080,12
Santa Fe,San Martín,Las Bandurrias,CABLEMODEM,82126090,16
Santa Fe,San Martín,Las Bandurrias,FIBRA OPTICA,82126090,5
Santa Fe,San Martín,Las Bandurrias,Otros,82126090,2
Santa Fe,San Martín,Las Bandurrias,SATELITAL,82126090,2
Santa Fe,San Martín,Las Bandurrias,WIRELESS,82126090,3
Santa Fe,San Martín,Las Petacas,Otros,82126100,0
Santa Fe,San Martín,Las Petacas,SATELITAL,82126100,2
Santa Fe,San Martín,Los Cardos,ADSL,82126110,37
Santa Fe,San Martín,Los Cardos,CABLEMODEM,82126110,113
Santa Fe,San Martín,Los Cardos,FIBRA OPTICA,82126110,378
Santa Fe,San Martín,Los Cardos,SATELITAL,82126110,8
Santa Fe,San Martín,María Susana,ADSL,82126120,341
Santa Fe,San Martín,María Susana,FIBRA OPTICA,82126120,827
Santa Fe,San Martín,María Susana,Otros,82126120,3
Santa Fe,San Martín,María Susana,SATELITAL,82126120,5
Santa Fe,San Martín,María Susana,WIRELESS,82126120,42
Santa Fe,San Martín,Piamonte,CABLEMODEM,82126130,1250
Santa Fe,San Martín,Piamonte,FIBRA OPTICA,82126130,65
Santa Fe,San Martín,Piamonte,SATELITAL,82126130,5
Santa Fe,San Martín,San Jorge,ADSL,82126140,1058
Santa Fe,San Martín,San Jorge,CABLEMODEM,82126140,980
Santa Fe,San Martín,San Jorge,FIBRA OPTICA,82126140,1828
Santa Fe,San Martín,San Jorge,SATELITAL,82126140,26
Santa Fe,San Martín,San Jorge,WIRELESS,82126140,183
Santa Fe,San Martín,San Martín de las Escobas,ADSL,82126150,740
Santa Fe,San Martín,San Martín de las Escobas,CABLEMODEM,82126150,1014
Santa Fe,San Martín,San Martín de las Escobas,SATELITAL,82126150,2
Santa Fe,San Martín,San Martín de las Escobas,WIRELESS,82126150,110
Santa Fe,San Martín,Sastre,ADSL,82126160,150
Santa Fe,San Martín,Sastre,FIBRA OPTICA,82126160,580
Santa Fe,San Martín,Sastre,SATELITAL,82126160,5
Santa Fe,San Martín,Sastre,WIRELESS,82126160,145
Santa Fe,San Martín,Traill,SATELITAL,82126170,2
Santa Fe,San Martín,Wildermuth (Est. Granadero B. Bustos),SATELITAL,82126180,1
Santa Fe,Vera,Calchaquí,ADSL,82133010,275
Santa Fe,Vera,Calchaquí,FIBRA OPTICA,82133010,1
Santa Fe,Vera,Calchaquí,Otros,82133010,1050
Santa Fe,Vera,Calchaquí,SATELITAL,82133010,34
Santa Fe,Vera,Calchaquí,WIRELESS,82133010,230
Santa Fe,Vera,Cañada Ombú,SATELITAL,82133020,9
Santa Fe,Vera,Cañada Ombú,WIRELESS,82133020,34
Santa Fe,Vera,Colmena,SATELITAL,82133030,1
Santa Fe,Vera,Fortín Olmos,SATELITAL,82133040,14
Santa Fe,Vera,Fortín Olmos,WIRELESS,82133040,337
Santa Fe,Vera,Garabato,WIRELESS,82133050,104
Santa Fe,Vera,Golondrina,SATELITAL,82133060,6
Santa Fe,Vera,Golondrina,WIRELESS,82133060,70
Santa Fe,Vera,Intiyaco,SATELITAL,82133070,9
Santa Fe,Vera,Intiyaco,WIRELESS,82133070,97
Santa Fe,Vera,Kilómetro 115,SATELITAL,82133080,6
Santa Fe,Vera,Kilómetro 115,WIRELESS,82133080,3
Santa Fe,Vera,La Gallareta,SATELITAL,82133090,16
Santa Fe,Vera,La Gallareta,WIRELESS,82133090,373
Santa Fe,Vera,Los Amores,SATELITAL,82133100,9
Santa Fe,Vera,Los Amores,WIRELESS,82133100,122
Santa Fe,Vera,Margarita,CABLEMODEM,82133110,740
Santa Fe,Vera,Margarita,SATELITAL,82133110,7
Santa Fe,Vera,Margarita,WIRELESS,82133110,106
Santa Fe,Vera,Paraje 29,SATELITAL,82133120,2
Santa Fe,Vera,Paraje 29,WIRELESS,82133120,34
Santa Fe,Vera,Pozo de los Indios,SATELITAL,82133130,3
Santa Fe,Vera,Pozo de los Indios,WIRELESS,82133130,23
Santa Fe,Vera,Pueblo Santa Lucía,SATELITAL,82133140,2
Santa Fe,Vera,Pueblo Santa Lucía,WIRELESS,82133140,30
Santa Fe,Vera,Tartagal (Est. El Tajamar),SATELITAL,82133150,3
Santa Fe,Vera,Tartagal (Est. El Tajamar),WIRELESS,82133150,210
Santa Fe,Vera,Toba,SATELITAL,82133160,1
Santa Fe,Vera,Toba,WIRELESS,82133160,52
Santa Fe,Vera,Vera (Est. Gobernador Vera),ADSL,82133170,53
Santa Fe,Vera,Vera (Est. Gobernador Vera),Otros,82133170,2000
Santa Fe,Vera,Vera (Est. Gobernador Vera),SATELITAL,82133170,12
Santa Fe,Vera,Vera (Est. Gobernador Vera),WIRELESS,82133170,801
Santiago Del Estero,Aguirre,Argentina,FIBRA OPTICA,86007010,1
Santiago Del Estero,Aguirre,Casares,FIBRA OPTICA,86007020,1
Santiago Del Estero,Aguirre,Casares,SATELITAL,86007020,3
Santiago Del Estero,Aguirre,Malbrán,ADSL,86007030,18
Santiago Del Estero,Aguirre,Malbrán,FIBRA OPTICA,86007030,1
Santiago Del Estero,Aguirre,Malbrán,Otros,86007030,84
Santiago Del Estero,Aguirre,Malbrán,SATELITAL,86007030,8
Santiago Del Estero,Aguirre,Villa General Mitre (Est. Pinto),Otros,86007040,374
Santiago Del Estero,Aguirre,Villa General Mitre (Est. Pinto),SATELITAL,86007040,22
Santiago Del Estero,Aguirre,Villa General Mitre (Est. Pinto),WIRELESS,86007040,2
Santiago Del Estero,Alberdi,Campo Gallo,ADSL,86014010,1
Santiago Del Estero,Alberdi,Campo Gallo,FIBRA OPTICA,86014010,5
Santiago Del Estero,Alberdi,Campo Gallo,SATELITAL,86014010,25
Santiago Del Estero,Alberdi,Campo Gallo,WIRELESS,86014010,63
Santiago Del Estero,Alberdi,Coronel Manuel L. Rico,SATELITAL,86014020,16
Santiago Del Estero,Alberdi,Donadeu,ADSL,86014030,1
Santiago Del Estero,Alberdi,Donadeu,FIBRA OPTICA,86014030,1
Santiago Del Estero,Alberdi,Donadeu,SATELITAL,86014030,14
Santiago Del Estero,Alberdi,Sachayoj,FIBRA OPTICA,86014040,205
Santiago Del Estero,Alberdi,Sachayoj,SATELITAL,86014040,50
Santiago Del Estero,Alberdi,Santos Lugares,Otros,86014050,57
Santiago Del Estero,Alberdi,Santos Lugares,SATELITAL,86014050,36
Santiago Del Estero,Alberdi,Santos Lugares,WIRELESS,86014050,5
Santiago Del Estero,Atamisqui,Estación Atamisqui,ADSL,86021010,1
Santiago Del Estero,Atamisqui,Estación Atamisqui,FIBRA OPTICA,86021010,1
Santiago Del Estero,Atamisqui,Estación Atamisqui,SATELITAL,86021010,2
Santiago Del Estero,Atamisqui,Medellín,FIBRA OPTICA,86021020,2
Santiago Del Estero,Atamisqui,Medellín,SATELITAL,86021020,7
Santiago Del Estero,Atamisqui,Medellín,WIRELESS,86021020,29
Santiago Del Estero,Atamisqui,Villa Atamisqui,ADSL,86021030,1
Santiago Del Estero,Atamisqui,Villa Atamisqui,FIBRA OPTICA,86021030,2
Santiago Del Estero,Atamisqui,Villa Atamisqui,SATELITAL,86021030,5
Santiago Del Estero,Atamisqui,Villa Atamisqui,WIRELESS,86021030,47
Santiago Del Estero,Avellaneda,Colonia Dora,ADSL,86028010,46
Santiago Del Estero,Avellaneda,Colonia Dora,FIBRA OPTICA,86028010,1
Santiago Del Estero,Avellaneda,Colonia Dora,Otros,86028010,269
Santiago Del Estero,Avellaneda,Colonia Dora,SATELITAL,86028010,16
Santiago Del Estero,Avellaneda,Colonia Dora,WIRELESS,86028010,5
Santiago Del Estero,Avellaneda,Herrera,FIBRA OPTICA,86028020,1
Santiago Del Estero,Avellaneda,Herrera,Otros,86028020,251
Santiago Del Estero,Avellaneda,Herrera,SATELITAL,86028020,2
Santiago Del Estero,Avellaneda,Icaño,FIBRA OPTICA,86028030,2
Santiago Del Estero,Avellaneda,Icaño,Otros,86028030,158
Santiago Del Estero,Avellaneda,Icaño,SATELITAL,86028030,6
Santiago Del Estero,Avellaneda,Icaño,WIRELESS,86028030,79
Santiago Del Estero,Avellaneda,Lugones,FIBRA OPTICA,86028040,2
Santiago Del Estero,Avellaneda,Lugones,Otros,86028040,97
Santiago Del Estero,Avellaneda,Lugones,SATELITAL,86028040,1
Santiago Del Estero,Avellaneda,Real Sayana,FIBRA OPTICA,86028050,3
Santiago Del Estero,Avellaneda,Real Sayana,Otros,86028050,112
Santiago Del Estero,Avellaneda,Villa Mailín,Otros,86028060,1
Santiago Del Estero,Avellaneda,Villa Mailín,SATELITAL,86028060,1
Santiago Del Estero,Avellaneda,Villa Mailín,WIRELESS,86028060,1
Santiago Del Estero,Banda,Abra Grande,ADSL,86035010,1
Santiago Del Estero,Banda,Abra Grande,SATELITAL,86035010,3
Santiago Del Estero,Banda,Antajé,SATELITAL,86035020,4
Santiago Del Estero,Banda,Ardiles,SATELITAL,86035030,1
Santiago Del Estero,Banda,Cañada Escobar,FIBRA OPTICA,86035040,1
Santiago Del Estero,Banda,Cañada Escobar,SATELITAL,86035040,3
Santiago Del Estero,Banda,Chaupi Pozo,FIBRA OPTICA,86035050,1
Santiago Del Estero,Banda,Clodomira,FIBRA OPTICA,86035060,3
Santiago Del Estero,Banda,Clodomira,Otros,86035060,5
Santiago Del Estero,Banda,Clodomira,SATELITAL,86035060,18
Santiago Del Estero,Banda,Clodomira,WIRELESS,86035060,417
Santiago Del Estero,Banda,Huyamampa,FIBRA OPTICA,86035070,1
Santiago Del Estero,Banda,Huyamampa,SATELITAL,86035070,2
Santiago Del Estero,Banda,La Aurora,FIBRA OPTICA,86035080,2
Santiago Del Estero,Banda,La Aurora,SATELITAL,86035080,5
Santiago Del Estero,Banda,La Banda,ADSL,86035090,28
Santiago Del Estero,Banda,La Banda,CABLEMODEM,86035090,7248
Santiago Del Estero,Banda,La Banda,FIBRA OPTICA,86035090,1875
Santiago Del Estero,Banda,La Banda,SATELITAL,86035090,91
Santiago Del Estero,Banda,La Banda,WIRELESS,86035090,368
Santiago Del Estero,Banda,La Dársena,SATELITAL,86035100,128
Santiago Del Estero,Banda,Los Quiroga,FIBRA OPTICA,86035110,1
Santiago Del Estero,Banda,Los Quiroga,SATELITAL,86035110,3
Santiago Del Estero,Banda,Los Quiroga,WIRELESS,86035110,45
Santiago Del Estero,Banda,Los Soria,ADSL,86035120,1
